,text,labels
1889,I did the dishes and Im now on a train to Newcastle Have to leave nontweetinggirlfriend behind for  weeks which is always a bit sad,0
1890, that and being so careless with her vocals,0
1891,at panera for lunch  byyy myself  aww,0
1892, this is sounding like the worst lurgy ever  the one that just wont go away   are you ready for endofrope action yet,0
1893,i have a headache,0
1894, dont worry i will i HATE it when nobody comments on my pics,0
1895,Is so freaking bored on the bus Hate being poor  return for a  min train or  return for an HOUR long busipod has no battery ,0
1896, I dont like the term partner when it comes to relationships Its too business like so thats my ugly word of the day,0
1897,tired as hell bed time from cara  nighty night twitter world,0
1898,just camee back from bowling which i offiacial suck at,0
1899,Ugh Plane delayed due to weather  Stuck with another hour to kill  httptwitpiccomxs,0
1900,Watching Ripleys Believe it or Not while eatingbad choice,0
1901,i m totally confused and bored my life must change,0
1902, Thats the problem DNS isnt working  uTorrent and DestroyTwitter are working while everything else is down,0
1903, I ALWAYS miss out I wont be able to commence in the foolishness til the fall  But come fall Ill be visiting YAY,0
1904, but have you got  and twitted a link to it No Fail,0
1905,Bored and lonely at work,0
1906, im afraid im def a product of the NRI Karan Johar generation Ive been watching a lot of classics this semester,0
1907, miss you,0
1908,Hall Is that why you aint answer my call Thought we were homies,0
1909,tired as  its pissing down with rain i miss summer,0
1910,nervous about going out tomorrow cos its the first time since my daughter was born shes  HELP,0
1911, Omg same here They hurt so much,0
1912,Wedding anniversary meal yest  first  proper meal out with wife since Rohan born She did well and only checked her phone  times,0
1913,not doing relay  oh well,0
1914, Is it possible to a have phobia of phobias Afraid to look at list,0
1915,saw a dead bird on my way to workwhat a kind of day to start Poor little bird,0
1916,Poor babys got his first booboo  that he caused himself LOL  httptwitpiccomvt,0
1917, will the presentations be available online during the meeting  The poster discussants are going so fast I cant write fast enough,0
1918,getting ready to start my work week its so not TGIF for me Its monday,0
1919, No prob skittles we always gonna have yalls backs The true sweeties dont play LOL But yea we just got heated We sry,0
1920,  Sadly not no Theyre his colleagues and its a work party,0
1921,Its summer and no one has textedcalled me Im a loner,0
1922, eeeeeeeeeeeeee i jealous sia i didnt get to seee,0
1923, she is thats why she never speaks to me in college i think  i might just stick to unzelaif hashim dosnt shoot me,0
1924,im so tired  of being sick ALL the time,0
1925,i have sore throat thats suck,0
1926, so you are like the rest of us on this miserable bank holidaythen LOL,0
1927,Were going to panahra for dinner  miss you guys,0
1928, LMAO shush with my illness comes the joys of multiple mouth ulcers and i think they are coming back  they JUST healed,0
1929,I missed the bly bus,0
1930, not a fan,0
1931, LOL freakinggg I worse a lookse shirt and shorts and sandals and it looks like its gonna rain outside  boo yahoo wearther,0
1932,driving homeIm so tiredhad a bad day,0
1933, to triste,0
1934,ScREW MY PHONE ITS BROKEN DONT BOTHER TEXTING,0
1935,Visiting family in hospital  not fun,0
1936,have yet to start this paper due tonight i have no motivation,0
1937,I need to burp   Im so nauseas,0
1938,not so good mood,0
1939,I lost my voice,0
1940,At work sick  but Im ok to the mall,0
1941,I wanna go see the cab really bad,0
1942, Unfortunately no,0
1943,has got my xbox back   i have a really sore knee cant walk,0
1944, was there going to be a recording of with the needle that stings in her heart on youtube or something i missed the stream,0
1945,so bored nothing to do,0
1946,This song is a slap on you face   httpblipfmjib,0
1947, naw it doesnt match up LOL and i have no shenanigans to discuss  but i did do the thing,0
1948, that sucks  how old are you actually,0
1949,missing my hobotramp way of life and cooking for my mother on a saturday night  MAMA I LUV U,0
1950,Working on some Product Buzz product reviews for the blog have a pain in the back of my neck,0
1951,Heading to the gym  The group of guys that USED to go with me has all quitwell except for Brandon   Makes me terribly sad,0
1952, lord Cant we just all get along,0
1953,  ld come if u could but Australia is just too far away,0
1954, Not a fan of the layout change of hyperlinks I dont like the indentation and well Im clicking and no link shows,0
1955, I think i would die if they played Pushit I missed them when they came last time When Isis toured with them,0
1956,I am sad because I broke my superawesome giant paper clip I was using for my Italy notes,0
1957,I had a realization today and it made me sad  But at least the healing can begin,0
1958,AHHHH Cant find anything because I have way too much open,0
1959,at work booo,0
1960,My computer is being killed by a combo of mirrors edge and really poor win thermal managementc gpu  one sad game,0
1961,Change my hairstylebut it isnt good as it supposed to be N dont wealth that much money  hate that hairdresser,0
1962,OMG  the MMs in my pantry are calling my name Ive been ignoring them all day It is driving me completely insane Too many calories,0
1963,just slammed my finger in a car dor  FML ow,0
1964,is going home Ive seriously had enough,0
1965,I will never eat broadway pizza again feelin ill,0
1966,Gonna miss my gurl while shes on her honeymoon,0
1967, my legs are sun burned,0
1968,Ohhh me i am rather bored How can a friday night be soo boring,0
1969,installed the new modem which is meant to run  times faster than the old one and its slower  what the hell gah slow internet kills me,0
1970,The parking meter computed  plus  is  I got jipped And the  free minute button didnt work,0
1971,  hes in bed sick Heavy fever Went to drs Part of the reason im watching Aladdin  now and still havent been fed,0
1972,Taking back the HORRIBLE shoes my mum made me get urgggh They are some nasty footwear Problem is I cant find any other shoes,0
1973,im soooo loney,0
1974, Im just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,0
1975,is saddened by Husker Accessno internet,0
1976,Oh   I forgot to eat Grumble grumble,0
1977,Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit but I have to work till am  Im go httpznlmeOSWGH,0
1978, Im SO jealous its pouring right now,0
1979,sickkkkk  GET ME OUT OF THIS HOUSE need to get active whats going down Celina havin a party hit me uhpp,0
1980, ahhhLilys new kitten just took a giant wet stinky  on me,0
1981, you said you  up your nose,0
1982,My stomach is killing me do I cant sleep,0
1983,Just ate way to many chocolate animal crackers,0
1984, dont know  and no not at all,0
1985,omg taylor and selena broke up  sooo sad aw i think i actually like selena now poor gal,0
1986,Kimbalicious you can have the milk i have i only have that here to drink  i think thats whats making me feel sick,0
1987, yooo myyyyye bust how Im sick tooo Just shoot me  Long night tonight,0
1988,Broke Up with girlfriend FEELING Very lonely and heartbroken  Sad times guys N,0
1989,Gained lbs wish I could afford something other than top ramen If only I had a job,0
1990, OMG  Im so sorry Anything I can do to help,0
1991,dont wanna cry  but the seniors are out there graduatingits breakin my heartbut im home,0
1992, I think the x is confusing  cant believe that many peeps will know that it should be a heart,0
1993,Im so unhappy being here I hate it Its affecting everything My relationships with people my personality my attitude,0
1994, My iPod headphones have gone kaput  Wanted to buy new ones Should I buy some Bose instead then Do they work with Apple,0
1995,On the bus goin  work but omg seriously im sooooo tired dont know if ill survive the  hour shift,0
1996,Boy is going to a movie I wish I didnt feel like ,0
1997,I didnt get my qdoba today sad,0
1998,ahhmy stomach hurts,0
1999,xo  wicked  what time you leaving how come you cant stay the night,0
2000, Id have responded if I were going,1
2001,httpwwwdothebouncycomsmf  some shameless plugging for the best Rangers forum on earth,1
2002,Soooo high,1
2003, Both of you,1
2004, as much as i love to be hopeful i reckon the chances are minimal P im never gonna get my cake and stuff,1
2005,test test from the LG enV,1
2006,Hes just not that into you,1
2007, oh Marly Im so sorry  I hope you find her soon  ,1
2008,is cleaning the house for her family who is comming later today,1
2009,gotta restart my computer  I thought Win was supposed to put an end to the constant rebootiness,1
2010,SEe waT I Mean bOuT FoLLw fRiiDaYs ItS cALLed LoSe fLloWeRs FridAy smH,1
2011, Ahhh I slept through the game  Im gonna try my best to watch tomorrow though I hope we play Army,1
2012,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero   httpbitlyHpbg,1
2013,just in case you wonder we are really busy today and this coming with with adding tons of new blogs and updates stay tuned,1
2014, Car not happy big big dent in boot Hoping theyre not going to write it off crossing fingers and waiting,1
